tag,pattern,response
Becerilerim,Hangi teknolojilere hakimsin?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Hangi programlama dillerini kulladın?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Hangi becerilere sahipsin?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Uzmanlık alanların nelerdir?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Hangi framework’leri kullanıyorsun?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Veritabanı deneyimin var mı?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Hangi kütüphanelerle çalıştın?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Frontend ve backend yetkinliklerin nedir?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Cache sistemleri hakkında bilgin var mı?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Yabancı Dillerim,Hangi dilleri konuşuyorsun?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Yabancı dil bilgin nedir?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Dil yeteneklerin neler?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,İngilizce seviyen ne?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Başka hangi dilleri biliyorsun?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Yabancı dil becerin nedir?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Kaç dil konuşuyorsun?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,İngilizce akıcılığın ne düzeyde?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Dil yeterliliğini anlatır mısın?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Yabancı dil sertifikaların var mı?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Hangi dillerde rahat iletişim kurarsın?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Yabancı Dillerim,Üretken dil becerin nedir?,Ana dilim Türkçe; İngilizce’yi orta düzeyde (B2) kullanıyorum.
Hobilerim,Boş zamanlarında neler yaparsın?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Hobilerin nelerdir?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Nasıl vakit geçirmeyi seviyorsun?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Hobilerini anlatır mısın?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Boş vakitlerinde nelerle ilgilenirsin?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Boş zaman aktivitelerin neler?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Hangi hobilerin var?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Projeler dışında neler yaparsın?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Spor veya sanatla ilgileniyor musun?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Müzik dinlemeyi sever misin?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Kitap okur musun?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Gezmeyi sever misin?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Yemek yapmaktan hoşlanır mısın?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Oyun oynamayı sever misin?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Hobilerim,Kod dışında vakit nasıl geçirirsin?,"Boş zamanlarımda yürüyüş yapmayı, bilgisayar oyunları oynamayı ve fotoğrafçılık yapmayı seviyorum."
Kariyer Hedeflerim,Gelecek planların nedir?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Kariyer hedeflerin nelerdir?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,İleride ne yapmak istiyorsun?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Uzun vadeli hedefin ne?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Beş yıl sonra nerede olmayı planlıyorsun?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Kariyer vizyonun nedir?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Hedeflerin nelerdir?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Profesyonel olarak nereye gitmek istiyorsun?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Sonraki adımın ne olacak?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Gelecekte hangi projelerde yer almak istersin?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Hangi alanda uzmanlaşmak istiyorsun?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Yeni teknolojilerle ne zaman çalışmak istiyorsun?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Liderlik pozisyonu düşünür müsün?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Kariyer Hedeflerim,Startup kurmak ister misin?,Uzun vadede 'Senior Full-Stack Developer' olmak istiyorum. Uzun vadede “Senior Full-Stack Developer” olmak istiyorum. Bu hedefe ulaşmak için hem teknik derinliğimi hem de liderlik yeteneklerimi sürekli beslemeyi planlıyorum.
Projelerim,Üzerinde çalıştığın projeler neler?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Projelerini anlatır mısın?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Hangi projelerde yer aldın?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,En son ne üzerinde çalıştın?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Projelerin hakkında bilgi verir misin?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Portfolio’daki projeleri anlatır mısın?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Kredi karşılaştırma projesini açıklar mısın?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Chatbot projesi detayları neler?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Scraping projen nasıl çalışıyor?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,5G Mini PC projesi nedir?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Pardus tabanlı cihaz projesi hakkında bilgi ver.,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Cloud tabanlı uygulaman hakkında konuşur musun?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Blockchain tabanlı sistem projen neydi?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,API entegrasyon projesini anlatır mısın?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
Projelerim,Redis caching projesi hakkında bilgi verir misin?,Bitirme projem olarak yapay zeka ile kullanıcıların postür analizini gerçekleştiren bir mobil uygulama geliştirdim. Staj projem olarak ise 'Hangi Kredi' benzeri bir full-stack web uygulaması geliştirdim. Şu anda ise çeşitli alanlarda farklı projeler geliştiriyorum. Geçmiş ve devam eden projelerimin detayları için sürekli güncellediğim github profilimi ziyaret edebilirsiniz.
